Scholarship_ID ,Scholarship_Name,Description,Level,Host_Institution,Host_Country,Feild_Of_Study,Fully_Funded?,What_It_Covers,Special_Requirements,Application_Link,Application_Open_Date,Application_Deadline,Source_Website,Last_Verified_Date,Notes,Language_Requirements
JPN-006,JASSO Scholarship,For international students accepted to Japanese universities under student exchange agreements.,"Bachelor, Master",Japanese Universities,Japan,All Disciplines,Partial,"Monthly stipend of ¥80,000","Academic performance, financial need, enrolled in a Japanese university",https://www.jasso.go.jp/en/study_j/scholarships/,Varies,Varies,https://www.jasso.go.jp,23-Aug-2025,Administered by the Japan Student Services Organization.,NG: IELTS 6.0 | JPN: JLPT N2
JPN-007,Waseda University Scholarships,Various scholarships for international students at Waseda.,"Bachelor, Master, PhD",Waseda University,Japan,All Disciplines,Partial,"Tuition reduction, monthly stipend (varies by program)","Academic excellence, admission to Waseda University",https://www.waseda.jp/inst/admission/en/scholarships/,Varies,Varies,https://www.waseda.jp,23-Aug-2025,One of Japan's most prestigious private universities.,NG: IELTS 6.0 | JPN: JLPT N2
JPN-008,Keio University Scholarships,For privately financed international students at Keio.,"Bachelor, Master, PhD",Keio University,Japan,All Disciplines,Partial,"Tuition reduction (30%, 50%, or 100%)","Academic performance, financial need, enrolled at Keio",https://www.keio.ac.jp/en/admissions/scholarships/,Varies,Varies,https://www.keio.ac.jp,23-Aug-2025,Japan's oldest private university.,NG: IELTS 6.0 | JPN: JLPT N2
JPN-009,Ritsumeikan University Scholarships,For international students across all programs at Ritsumeikan.,"Bachelor, Master, PhD",Ritsumeikan University,Japan,All Disciplines,Partial,"20%, 50%, or 100% tuition reduction","Academic merit, admission to Ritsumeikan",https://en.ritsumei.ac.jp/admissions/scholarships/,Varies,Varies,https://en.ritsumei.ac.jp,23-Aug-2025,Offers many English-taught degree programs.,NG: IELTS 6.0 | JPN: JLPT N2
JPN-010,Nagoya University G30 Scholarships,For international students in English-taught programs.,"Bachelor, Master, PhD",Nagoya University,Japan,All Disciplines,Partial,"Tuition waiver, monthly stipend (varies by program)","Academic excellence, admission to Nagoya's G30 programs",https://en.nagoya-u.ac.jp/admissions/scholarships/,Varies,Varies,https://en.nagoya-u.ac.jp,23-Aug-2025,Part of Japan's Global 30 Project for internationalization.,NG: IELTS 6.0 | JPN: JLPT N2
SGP-001,SINGA Scholarship,For international students to pursue PhD studies in Singapore.,PhD,"A*STAR, NUS, NTU, SUTD",Singapore,"Science, Engineering, Biomedical Sciences",Yes,"Full tuition, monthly stipend (S$2,200-2,700), airfare, settling-in allowance","Academic excellence, strong research potential",https://www.a-star.edu.sg/Scholarships/for-graduate-studies/singapore-international-graduate-award-singa,June,December 1 (annual),https://www.a-star.edu.sg,23-Aug-2025,"Joint initiative by A*STAR, NUS, NTU, and SUTD.",
SGP-002,NUS Scholarships,Various scholarships for international students at undergraduate and graduate levels.,"Bachelor, Master, PhD",National University of Singapore,Singapore,All Disciplines,Partial to Full,"Tuition fee subsidy, living allowance (varies by scholarship)","Academic excellence, leadership potential, admission to NUS",https://www.nus.edu.sg/registrar/financial-aid/scholarships,Varies,Varies,https://www.nus.edu.sg,23-Aug-2025,Asia's top-ranked university.,
SGP-003,NTU Scholarships,For international students across all disciplines at NTU.,"Bachelor, Master, PhD",Nanyang Technological University,Singapore,All Disciplines,Partial to Full,"Tuition fees, living allowance, accommodation (varies by scholarship)","Academic excellence, admission to NTU",https://www.ntu.edu.sg/admissions/graduate/financialmatters/scholarships,Varies,Varies,https://www.ntu.edu.sg,23-Aug-2025,Strong in engineering and business programs.,
SGP-004,SMU Scholarships,"For international students in business, law, and social sciences.","Bachelor, Master",Singapore Management University,Singapore,"Business, Law, Social Sciences, Computing",Partial to Full,"Tuition fees, living allowance (varies by scholarship)","Academic excellence, leadership qualities, admission to SMU",https://admissions.smu.edu.sg/scholarships,Varies,Varies,https://www.smu.edu.sg,23-Aug-2025,Known for its interactive pedagogy.,
SGP-005,SUTD Scholarships,For international students in design and technology programs.,"Bachelor, Master, PhD",Singapore University of Technology and Design,Singapore,"Architecture, Engineering, Design",Partial to Full,"Tuition fees, monthly stipend (varies by scholarship)","Academic excellence, design talent, admission to SUTD",https://sutd.edu.sg/Admissions/Financial-Aid/Scholarships,Varies,Varies,https://www.sutd.edu.sg,23-Aug-2025,Established in collaboration with MIT.,
SGP-006,ASEAN Scholarship,For students from ASEAN member countries to study in Singapore.,"Bachelor, Master",Singapore Universities,Singapore,All Disciplines,Partial to Full,"Tuition fees, living allowance, airfare (varies by program)","ASEAN citizenship, academic excellence",https://www.moe.gov.sg/financial-matters/awards-scholarships,Varies,Varies,https://www.moe.gov.sg,23-Aug-2025,Promotes regional cooperation and understanding.,
SGP-007,SIPGA Award,For international students to undertake research attachment at A*STAR research institutes.,Research Attachment,A*STAR Research Institutes,Singapore,"Science, Engineering, Biomedical Sciences",Yes,"Monthly stipend (S$2,000-2,500)","Currently pursuing undergraduate or Master's degree, strong academic record",https://www.a-star.edu.sg/Scholarships/for-undergraduate-masters-students/singapore-international-pre-graduate-award-sipga,"February, May, September",Varies,https://www.a-star.edu.sg,23-Aug-2025,Provides research experience in Singapore.,
SGP-008,Lee Kong Chian Graduate Scholarships,For outstanding students pursuing graduate studies at SMU.,"Master, PhD",Singapore Management University,Singapore,"Business, Law, Social Sciences, Computing",Full,"Full tuition, monthly stipend, computer allowance, research grant","Academic excellence, research potential, admission to SMU",https://www.smu.edu.sg/postgraduate/financial-matters/scholarships,Varies,Varies,https://www.smu.edu.sg,23-Aug-2025,SMU's most prestigious graduate scholarship.,
SGP-009,NUS President's Graduate Fellowship,For outstanding PhD students at NUS.,PhD,National University of Singapore,Singapore,All Disciplines,Full,"Monthly stipend (S$3,300-4,000), tuition fees, conference allowance","Exceptional academic record, research potential",https://nus.edu.sg/registrar/financial-aid/scholarships/graduate-scholarships,Varies,Varies,https://www.nus.edu.sg,23-Aug-2025,NUS's most prestigious PhD scholarship.,
SGP-010,Singapore Millennium Foundation Scholarships,For research in science and technology for developing countries.,"PhD, Postdoc",Singapore Universities,Singapore,"Science, Technology, Engineering",Yes,"Monthly stipend, research allowance, conference support","Citizen of developing country, research in S&T for development",https://www.smfscholars.org/,Varies,Varies,https://www.smfscholars.org,23-Aug-2025,Focuses on technology for sustainable development.,
CHN-001,Chinese Government Scholarship (CSC),Fully-funded scholarship by China Scholarship Council for international students.,"Bachelor, Master, PhD",Chinese Universities,China,All Disciplines,Yes,"Full tuition, accommodation, living stipend, medical insurance","Academic excellence, non-Chinese citizenship, age limits apply",https://www.campuschina.org,January,Varies by country (Typically Mar-Apr),https://www.csc.edu.cn,23-Aug-2025,The most comprehensive Chinese government scholarship.,ENG: IELTS 5.5 | CHN: HSK 4
CHN-002,Beijing Government Scholarship,For international students studying in Beijing universities.,"Bachelor, Master, PhD",Beijing Universities,China,All Disciplines,Partial,Tuition waiver (partial or full),"Academic merit, enrolled in Beijing institution",https://www.isso.beijing.gov.cn,Varies,Varies,https://www.beijing.gov.cn,23-Aug-2025,Supports international education in China's capital.,ENG: IELTS 5.5 | CHN: HSK 4
CHN-003,Shanghai Government Scholarship,For international students studying in Shanghai universities.,"Bachelor, Master, PhD",Shanghai Universities,China,All Disciplines,Partial to Full,"Tuition waiver, accommodation, living allowance, medical insurance","Academic excellence, non-Chinese citizenship",https://study.sh.gov.cn,February,May (annual),https://www.shanghai.gov.cn,23-Aug-2025,Supports Shanghai's development as an education hub.,ENG: IELTS 5.5 | CHN: HSK 4
CHN-004,Confucius Institute Scholarship,For students of Chinese language and culture worldwide.,"Bachelor, Master, PhD",Chinese Universities,China,"Chinese Language, Culture, Teaching",Yes,"Tuition, accommodation, living stipend, medical insurance","Chinese language proficiency, age limits, non-Chinese citizenship",https://cis.chinese.cn,March,Varies,https://www.hanban.org,23-Aug-2025,Promotes Chinese language and culture globally.,ENG: IELTS 5.5 | CHN: HSK 4
CHN-005,Tsinghua University Scholarship,For outstanding international students at China's top university.,"Bachelor, Master, PhD",Tsinghua University,China,All Disciplines,Partial to Full,"Tuition waiver, living stipend, accommodation","Academic excellence, admission to Tsinghua",https://is.tsinghua.edu.cn,Varies,Varies,https://www.tsinghua.edu.cn,23-Aug-2025,Particularly strong in engineering and technology.,ENG: IELTS 5.5 | CHN: HSK 4
CHN-006,Peking University Scholarship,For international students at China's leading comprehensive university.,"Bachelor, Master, PhD",Peking University,China,All Disciplines,Partial to Full,"Tuition waiver, living allowance, accommodation","Academic excellence, admission to PKU",https://www.isd.pku.edu.cn,Varies,Varies,https://www.pku.edu.cn,23-Aug-2025,China's oldest modern university.,ENG: IELTS 5.5 | CHN: HSK 4
CHN-007,Zhejiang University Scholarship,For international students at one of China's top comprehensive universities.,"Bachelor, Master, PhD",Zhejiang University,China,All Disciplines,Partial to Full,"Tuition waiver, living stipend, medical insurance","Academic merit, admission to ZJU",https://iczu.zju.edu.cn,Varies,Varies,https://www.zju.edu.cn,23-Aug-2025,Strong in engineering and medical sciences.,ENG: IELTS 5.5 | CHN: HSK 4
CHN-008,Fudan University Scholarship,For international students at this prestigious Shanghai university.,"Bachelor, Master, PhD",Fudan University,China,All Disciplines,Partial to Full,"Tuition waiver, living allowance, accommodation","Academic excellence, admission to Fudan",https://iso.fudan.edu.cn,Varies,Varies,https://www.fudan.edu.cn,23-Aug-2025,Particularly strong in humanities and social sciences.,ENG: IELTS 5.5 | CHN: HSK 4
CHN-009,SJTU Scholarship,For international students at this top engineering university.,"Bachelor, Master, PhD",Shanghai Jiao Tong University,China,"Engineering, Business, Medicine",Partial to Full,"Tuition waiver, living stipend, medical insurance","Academic merit, admission to SJTU",https://isc.sjtu.edu.cn,Varies,Varies,https://www.sjtu.edu.cn,23-Aug-2025,"Known as ""MIT of the East"" for engineering.",ENG: IELTS 5.5 | CHN: HSK 4
CHN-010,Nanjing University Scholarship,For international students at this historic comprehensive university.,"Bachelor, Master, PhD",Nanjing University,China,All Disciplines,Partial to Full,"Tuition waiver, living allowance, accommodation","Academic excellence, admission to NJU",https://hwxy.nju.edu.cn,Varies,Varies,https://www.nju.edu.cn,23-Aug-2025,One of China's oldest and most prestigious universities.,ENG: IELTS 5.5 | CHN: HSK 4
CHN-011,HIT Scholarship,For international students in engineering and technology programs.,"Bachelor, Master, PhD",Harbin Institute of Technology,China,"Engineering, Technology, Science",Partial to Full,"Tuition waiver, living stipend, accommodation","Academic merit, admission to HIT",https://studyathit.hit.edu.cn,Varies,Varies,https://www.hit.edu.cn,23-Aug-2025,Particularly strong in aerospace engineering.,ENG: IELTS 5.5 | CHN: HSK 4
CHN-012,SYSU Scholarship,For international students at this comprehensive university in Southern China.,"Bachelor, Master, PhD",Sun Yat-sen University,China,All Disciplines,Partial to Full,"Tuition waiver, living allowance, medical insurance","Academic excellence, admission to SYSU",https://iso.sysu.edu.cn,Varies,Varies,https://www.sysu.edu.cn,23-Aug-2025,Strong in medical and business programs.,ENG: IELTS 5.5 | CHN: HSK 4
FIN-011,Aalto University Scholarship,For non-EU/EEA students in Master's programmes.,Master,Aalto University,Finland,All Disciplines,Partial,Tuition fee waiver (50% or 100%),"Academic excellence, non-EU/EEA nationality",https://www.aalto.fi/en/study-at-aalto/tuition-fees-and-scholarships,December,January (annual),https://www.aalto.fi,23-Aug-2025,Automatically considered during admission.,
FIN-012,University of Helsinki Bachelor's Scholarship,For non-EU/EEA students in Bachelor's programmes.,Bachelor,University of Helsinki,Finland,All Disciplines,Partial,Tuition fee waiver (50% or 100%),"Academic excellence, non-EU/EEA nationality",https://www.helsinki.fi/en/degree-studies/apply-bachelors-programmes/tuition-fees-and-scholarships,January,January (annual),https://www.helsinki.fi,23-Aug-2025,Limited number available.,
FIN-013,TAMK Scholarships,For non-EU/EEA students in Bachelor's and Master's programmes.,"Bachelor, Master",Tampere University of Applied Sciences,Finland,All Disciplines,Partial,Tuition fee waiver (early bird and merit-based),"Academic merit, non-EU/EEA nationality",https://www.tuni.fi/en/study-at-tuni/tuition-fees-and-scholarships,Varies,Varies,https://www.tuni.fi,23-Aug-2025,Applied sciences focus.,
CHE-011,University of Zurich Scholarships,For international students in Master's and PhD programmes.,"Master, PhD",University of Zurich,Switzerland,All Disciplines,Partial,"Tuition fee waiver, stipend (varies)","Academic excellence, admission to UZH",https://www.uzh.ch/en/studies/financing/scholarships.html,Varies,Varies,https://www.uzh.ch,23-Aug-2025,Limited number available.,
CHE-012,HEAD – Genève Scholarships,For international students in art and design programmes.,"Bachelor, Master",Geneva University of Art and Design,Switzerland,"Art, Design",Partial,Tuition reduction (varies),"Portfolio excellence, academic merit",https://head.ch/en/,Varies,Varies,https://head.ch,23-Aug-2025,Portfolio-based selection.,
AUS-011,ANU Chancellor's International Scholarship,For high-achieving international students at Australia's national university.,"Bachelor, Master",Australian National University,Australia,All Disciplines,Partial,"$25,000 AUD (discount on tuition fees)","Outstanding academic achievement, offer of admission to ANU",https://www.anu.edu.au/study/scholarships/find-a-scholarship,September,December (annual),https://www.anu.edu.au,23-Aug-2025,Competitive scholarship based on academic merit.,"IELTS 6.5 or equivalent (e.g., TOEFL 79, PTE 58)"
AUS-012,University of Sydney International Scholarship,For international students to support their studies at the University of Sydney.,"Bachelor, Master, PhD",University of Sydney,Australia,All Disciplines,Partial,"$10,000 - $40,000 AUD (towards tuition fees)","Academic excellence, offer of admission to USyd",https://www.sydney.edu.au/scholarships,Varies,Varies,https://www.sydney.edu.au,23-Aug-2025,Wide range of faculty-specific scholarships available.,"IELTS 6.5 or equivalent (e.g., TOEFL 79, PTE 58)"
AUS-013,University of Melbourne Graduate Research Scholarships,For international students undertaking graduate research at the University of Melbourne.,"Master, PhD",University of Melbourne,Australia,All Disciplines,Yes,"Full tuition fee offset, living allowance, relocation grant, health insurance","Academic excellence, application for a graduate research degree at UoM",https://scholarships.unimelb.edu.au,Varies,Varies,https://www.unimelb.edu.au,23-Aug-2025,Prestigious scholarship for research students.,"IELTS 6.5 or equivalent (e.g., TOEFL 79, PTE 58)"
AUS-014,Monash University International Scholarship,For international students to study at Monash University.,"Bachelor, Master",Monash University,Australia,All Disciplines,Partial,"$10,000 AUD per year (for tuition)","Academic achievement, offer from Monash University",https://www.monash.edu/study/fees-scholarships/scholarships,Varies,Varies,https://www.monash.edu,23-Aug-2025,Multiple scholarships available across faculties.,"IELTS 6.5 or equivalent (e.g., TOEFL 79, PTE 58)"
AUS-015,QUT International Scholarship,For international students to study at QUT.,"Bachelor, Master",Queensland University of Technology,Australia,All Disciplines,Partial,25% tuition fee sponsorship,"Academic merit, offer from QUT",https://www.qut.edu.au/study/fees-and-scholarships/scholarships,Varies,Varies,https://www.qut.edu.au,23-Aug-2025,Focus on academic excellence and diversity.,"IELTS 6.5 or equivalent (e.g., TOEFL 79, PTE 58)"
AUS-016,University of Adelaide Global Excellence Scholarship,For international students with outstanding academic merit.,"Bachelor, Master",University of Adelaide,Australia,All Disciplines,Partial,50% tuition fee reduction,"Exceptional academic achievement, offer from University of Adelaide",https://www.adelaide.edu.au/scholarships,Varies,Varies,https://www.adelaide.edu.au,23-Aug-2025,Highly competitive based on academic records.,"IELTS 6.5 or equivalent (e.g., TOEFL 79, PTE 58)"
AUS-017,Macquarie University International Scholarship,For international students to study at Macquarie University.,"Bachelor, Master",Macquarie University,Australia,All Disciplines,Partial,"$10,000 AUD per year (towards tuition fees)","Academic excellence, offer from Macquarie University",https://www.mq.edu.au/study/international-students/fees-and-scholarships/scholarships,Varies,Varies,https://www.mq.edu.au,23-Aug-2025,Awarded based on academic merit.,"IELTS 6.5 or equivalent (e.g., TOEFL 79, PTE 58)"
NLD-011,Maastricht University Holland-High Potential Scholarship,For talented students from outside the EEA to pursue a Master's degree at Maastricht University.,Master,Maastricht University,Netherlands,All Disciplines,Yes,"Tuition fees, living expenses, insurance, visa costs","Age under 35, excellent grades, non-EEA nationality, admission to UM",https://www.maastrichtuniversity.nl/support/your-studies-beginning/finances/scholarships,December,February 1 (annual),https://www.maastrichtuniversity.nl,23-Aug-2025,Very competitive. Requires leadership experience and community engagement.,ENG: IELTS 6.0 | SPA: B2
NLD-012,University of Groningen Talent Grants,For excellent international students from outside the EEA applying for Master's programs.,Master,University of Groningen,Netherlands,All Disciplines,Partial,"€ 5,000 - € 16,000 (towards tuition fees)","Academic excellence, non-EEA nationality, admission to UG",https://www.rug.nl/education/programmes/masters/scholarships/talent-grants,November,February 1 (annual),https://www.rug.nl,23-Aug-2025,Automatically considered upon application.,
NLD-013,Leiden University Excellence Scholarship (LexS),Merit-based scholarship for outstanding non-EEA students pursuing a Master's degree at Leiden University.,Master,Leiden University,Netherlands,All Disciplines,Partial,"€10,000 - €15,000 (tuition fee waiver)","Top 10% of previous study, non-EEA nationality, admission to a Leiden Master's program",https://www.universiteitleiden.nl/en/scholarships/lexs,October,February 1 / October 1 (varies by program),https://www.universiteitleiden.nl,23-Aug-2025,Application must be submitted along with the program application.,
NLD-014,Utrecht Excellence Scholarships,Awards for talented international students to pursue Bachelor's or Master's degrees at Utrecht University.,"Bachelor, Master",Utrecht University,Netherlands,All Disciplines,Partial,"€5,000 - €17,000 (tuition fee waiver)","Top 10% of class, non-EEA nationality, admission to Utrecht University",https://www.uu.nl/scholarships,November,January 31 (annual),https://www.uu.nl,23-Aug-2025,Highly competitive. Separate scholarship application required.,
NLD-015,Erasmus University Holland Scholarship,For excellent international students from outside the EEA applying to Bachelor or Master programs.,"Bachelor, Master",Erasmus University Rotterdam,Netherlands,All Disciplines,Partial,"€5,000 - €15,000 (one-time payment)","Excellent grades, non-EEA nationality, admission to Erasmus University",https://www.eur.nl/education/bachelor/bacheloropleidingen/tuition fees-financial-matters/scholarships-0,November,January 15 / May 1 (varies by program),https://www.eur.nl,23-Aug-2025,Application deadline depends on the study program.,
SGA-001,Singapore International Graduate Award (SINGA),"For international students to pursue PhD studies in Science, Engineering, or Biomedical research at A*STAR, NUS, or NTU.",PhD,"A*STAR, NUS, NTU",Singapore,"Science, Engineering, Biomedical Sciences",Yes,"Full tuition fees, monthly stipend (S$2,200-S$2,700), airfare, settling-in allowance","Excellent academic records, strong interest in research",https://scholarsavenue.com/singa-scholarship/,June,December 1 (annual),https://scholarsavenue.com,23-Aug-2025,"Joint initiative by A*STAR, NUS, and NTU.",
OKP-001,Orange Knowledge Programme (OKP),For professionals from developing countries to study short courses or Master's programmes in the Netherlands.,"Master, Short Courses",Dutch Institutions,Netherlands,Development-Related Fields,Yes,"Full tuition fees, travel, visa, accommodation, insurance","Citizenship of an OKP country, relevant work experience",https://scholarsavenue.com/orange-knowledge-programme/,Varies,Varies by institution,https://scholarsavenue.com,23-Aug-2025,Must be employed and have an employer's statement.,
SVAK-001,Slovak Republic National Scholarship,"For international students, researchers, and teachers to study, research, or teach at Slovak universities.","Bachelor, Master, PhD, Research",Slovak Universities,Slovakia,All Disciplines,Yes,"Monthly scholarship amount (€ varies), tuition fee coverage",Varies by study level and duration,https://scholarsavenue.com/slovak-republic-government-scholarships/,Varies,Varies,https://scholarsavenue.com,23-Aug-2025,Supports study/research stays in Slovakia.,
HUN-001,Stipendium Hungaricum Scholarship,For international students to pursue full-degree studies in Hungary at all levels.,"Bachelor, Master, PhD",Hungarian Universities,Hungary,All Disciplines,Yes,"Full tuition waiver, monthly stipend, accommodation, medical insurance","Academic excellence, citizenship of a partner country",https://scholarsavenue.com/stipendium-hungaricum-scholarship/,November,January (annual),https://scholarsavenue.com,23-Aug-2025,One of most comprehensive scholarships in Europe.,
CZECH-001,Czech Government Scholarships,For students from developing countries to study in Czech Republic.,"Bachelor, Master, PhD",Public Universities,Czech Republic,All Disciplines,Yes,"Full tuition, monthly allowance (CZK 14,000)","Citizenship of developing country, admission to public university",https://scholarsavenue.com/czech-government-scholarships/,Varies,Varies,https://scholarsavenue.com,23-Aug-2025,Year-long Czech language prep course available.,
TUR-001,Turkey Government Scholarships (Türkiye Bursları),Comprehensive scholarships for international students at all levels.,"Bachelor, Master, PhD",Turkish Universities,Turkey,All Disciplines,Yes,"Full tuition, monthly stipend, accommodation, flight ticket, health insurance","Academic excellence, age limits apply",https://scholarsavenue.com/turkey-government-scholarships/,January,February (annual),https://scholarsavenue.com,23-Aug-2025,Includes 1-year Turkish language course.,
TAIWAN-001,Taiwan MOE Scholarship,For international students to pursue university studies in Taiwan.,"Bachelor, Master, PhD",Taiwanese Universities,Taiwan,All Disciplines,Partial,"Monthly stipend (NT$15,000-20,000), tuition reduction","Academic merit, language proficiency",https://scholarsavenue.com/taiwan-scholarship/,Varies,Varies,https://scholarsavenue.com,23-Aug-2025,Administered by Taiwan's Ministry of Education.,
BRUNEI-001,Brunei Darussalam Government Scholarship,For international students to study in Brunei at all levels.,"Bachelor, Master, PhD",Bruneian Universities,Brunei,All Disciplines,Yes,"Full tuition, monthly allowance, airfare, accommodation","Academic excellence, age limits, health requirements",https://scholarsavenue.com/brunei-darussalam-scholarship/,Varies,Varies,https://scholarsavenue.com,23-Aug-2025,Covers all field of studies except medicine.,
ROM-001,Romania Government Scholarship,For international students to study in Romania at all levels.,"Bachelor, Master, PhD",Romanian Universities,Romania,All Disciplines,Yes,"Full tuition, monthly stipend, accommodation, medical insurance","Academic excellence, language proficiency",https://scholarsavenue.com/romania-government-scholarship/,Varies,Varies,https://scholarsavenue.com,23-Aug-2025,Instruction in Romanian; 1-year language prep included.,
GREECE-001,Greece Government Scholarship,For international students and artists to study or research in Greece.,"Master, PhD, Research",Greek Universities,Greece,All Disciplines,Partial,"Monthly allowance (€650-900), tuition fees","Academic merit, research proposal",https://scholarsavenue.com/greece-government-scholarship/,Varies,Varies,https://scholarsavenue.com,23-Aug-2025,For non-EU citizens only.,
POL-001,Poland NAWA Scholarship,For international students to study in Poland at all levels.,"Bachelor, Master, PhD",Polish Universities,Poland,All Disciplines,Yes,"Monthly stipend (PLN 1,500-2,200), tuition waiver","Academic excellence, language proficiency",https://scholarsavenue.com/poland-government-scholarship/,Varies,Varies,https://scholarsavenue.com,23-Aug-2025,Administered by Polish National Agency for Academic Exchange.,
THAI-001,Thailand Government Scholarship,For international students to study in Thailand at all levels.,"Bachelor, Master, PhD",Thai Universities,Thailand,All Disciplines,Partial,"Monthly allowance (฿7,000-10,000), tuition fees","Academic merit, health requirements",https://scholarsavenue.com/thailand-government-scholarship/,Varies,Varies,https://scholarsavenue.com,23-Aug-2025,For ASEAN and other developing countries.,
JJWBGSP-001,Joint Japan/World Bank Graduate Scholarship,For students from developing countries to study development-related fields.,Master,Participating Universities Worldwide,Multiple,"Economics, Health, Education, Agriculture",Yes,"Full tuition, monthly stipend, travel, health insurance","Citizen of a World Bank member country, 3+ years work experience",https://www.scholars4dev.com/18549/world-bank-scholarships-developing-countries/,March,May (annual),https://www.scholars4dev.com,23-Aug-2025,Must gain admission to a preferred master's program first.,
ADB-001,ADB-Japan Scholarship Program,For students from ADB borrowing countries to study in Asia and the Pacific.,Master,Participating Universities in Asia,Multiple,"Economics, Management, Science, Technology",Yes,"Full tuition, monthly stipend, housing, travel, health insurance","Citizen of an ADB borrowing country, bachelor's degree, 2+ years work experience",https://www.scholars4dev.com/18552/adb-japan-scholarship-program/,December,July (annual),https://www.scholars4dev.com,23-Aug-2025,Focus on contributing to development in home country.,
NZDS-001,New Zealand Development Scholarships,For students from developing countries to study in New Zealand.,"Master, PhD",New Zealand Universities,New Zealand,"Agriculture, Renewable Energy, Disaster Risk Management",Yes,"Full tuition, living allowance, travel, health insurance","Citizen of a partner country, work experience, commitment to home country",https://www.scholars4dev.com/18557/new-zealand-development-scholarships/,February,March (annual),https://www.scholars4dev.com,23-Aug-2025,Must return to home country for at least 2 years after study.,
NZPS-001,New Zealand Pacific Scholarships,For citizens of Pacific countries to undertake tertiary study in New Zealand.,"Bachelor, Master",New Zealand Universities,New Zealand,All Disciplines,Yes,"Full tuition, living allowance, travel, health insurance","Citizen of a Pacific country, academic merit",https://www.scholars4dev.com/18557/new-zealand-development-scholarships/,February,March (annual),https://www.scholars4dev.com,23-Aug-2025,Aims to develop skills to contribute to home country development.,
AUS-AWD-001,Australia Awards Scholarships,Long-term awards for future leaders from developing countries to study in Australia.,"Bachelor, Master, PhD",Australian Universities,Australia,Fields relevant to country's development,Yes,"Full tuition, airfare, living allowance, health insurance","Citizen of a participating country, 2+ years work experience",https://www.scholars4dev.com/18556/australia-awards-scholarships/,February,April (annual),https://www.scholars4dev.com,23-Aug-2025,Requires commitment to return home and contribute to development.,
NZCS-001,New Zealand Commonwealth Scholarships,For citizens of Commonwealth countries to undertake tertiary study in New Zealand.,"Bachelor, Master",New Zealand Universities,New Zealand,All Disciplines,Yes,"Full tuition, living allowance, travel, health insurance","Citizen of a Commonwealth country, academic merit",https://www.scholars4dev.com/18557/new-zealand-development-scholarships/,February,March (annual),https://www.scholars4dev.com,23-Aug-2025,Promotes cooperation and understanding within the Commonwealth.,
NZIDRS-001,New Zealand International Doctoral Research Scholarships,For international students to undertake PhD study in New Zealand.,PhD,New Zealand Universities,New Zealand,All Disciplines,Yes,"Full tuition, living allowance, travel, health insurance","Academic excellence, admission to a NZ university",https://www.scholars4dev.com/18557/new-zealand-development-scholarships/,February,March (annual),https://www.scholars4dev.com,23-Aug-2025,Highly competitive; based on academic merit and research potential.,
NZIUFS-001,New Zealand International Undergraduate Fees Scholarship,For international students to undertake undergraduate study in New Zealand.,Bachelor,New Zealand Universities,New Zealand,All Disciplines,Partial,"Tuition fees (up to $25,000)","Academic excellence, admission to a NZ university",https://www.scholars4dev.com/18557/new-zealand-development-scholarships/,February,March (annual),https://www.scholars4dev.com,23-Aug-2025,Automatically considered upon application for admission.,
NZEA-001,New Zealand Excellence Awards,For international students to undertake study in New Zealand.,"Bachelor, Master",New Zealand Universities,New Zealand,All Disciplines,Partial,"Tuition fees (up to $10,000)","Academic excellence, admission to a NZ university",https://www.scholars4dev.com/18557/new-zealand-development-scholarships/,February,March (annual),https://www.scholars4dev.com,23-Aug-2025,Awarded based on academic merit and potential.,
SAU-001,Islamic University of Medina Scholarship,For Muslim students worldwide to study Arabic and Islamic Sciences.,"Bachelor, Master, PhD",Islamic University of Medina,Saudi Arabia,"Arabic, Islamic Studies",Yes,"Full tuition, monthly stipend, accommodation, airfare","Muslim faith, age limits, secondary school certificate",https://en.iu.edu.sa/,Varies,Varies,https://en.iu.edu.sa,23-Aug-2025,Instruction is in Arabic; focus on Islamic studies.,
KUW-001,Kuwait Government Scholarships,For international students to study in Kuwaiti universities.,"Bachelor, Master, PhD",Kuwait University,Kuwait,All Disciplines,Yes,"Full tuition, monthly allowance, housing, airfare","Academic excellence, age limits, health requirements",https://www.kuwait-university.org,Varies,Varies,https://www.kuwait-university.org,23-Aug-2025,Primarily for Arab and Muslim students.,
UAE-001,Khalifa University Graduate Scholarship,For international students in Engineering and Science programs.,"Master, PhD",Khalifa University,UAE,"Engineering, Science, Technology",Yes,"Full tuition, monthly stipend, medical insurance, textbooks","Academic excellence, admission to Khalifa University",https://www.ku.ac.ae,Varies,Varies,https://www.ku.ac.ae,23-Aug-2025,Focus on research and innovation.,
QAT-001,Qatar University Scholarships,For international students at Qatar University.,"Bachelor, Master, PhD",Qatar University,Qatar,All Disciplines,Partial,"Tuition waiver, housing, transportation","Academic merit, admission to Qatar University",https://www.qu.edu.qa,Varies,Varies,https://www.qu.edu.qa,23-Aug-2025,Competitive scholarships available.,
LEB-001,AUB Scholarships,For international students at the American University of Beirut.,"Bachelor, Master, PhD",American University of Beirut,Lebanon,All Disciplines,Partial,Tuition reduction (varies by scholarship),"Academic merit, financial need",https://www.aub.edu.lb,Varies,Varies,https://www.aub.edu.lb,23-Aug-2025,Lebanon's leading university.,
